,0,1,2,3,4,5,6,7,8,9,10,11
554,0.0,22.0,0.0,0.0,7.775,1.0,0.0,0.0,1.0,0.0,1.0,1.0
555,1.0,62.0,0.0,0.0,26.55,0.0,1.0,0.0,1.0,1.0,0.0,1.0
556,0.0,48.0,1.0,0.0,39.6,0.0,0.0,0.0,0.0,1.0,0.0,2.0
557,1.0,40.0,0.0,0.0,227.525,0.0,1.0,0.0,1.0,1.0,0.0,1.0
558,0.0,39.0,1.0,1.0,79.65,0.0,0.0,1.0,0.0,1.0,0.0,3.0
559,0.0,36.0,1.0,0.0,17.4,0.0,0.0,1.0,1.0,0.0,1.0,2.0
560,1.0,26.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,1.0
561,1.0,40.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
562,1.0,28.0,0.0,0.0,13.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0
563,1.0,26.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
564,0.0,18.0,0.0,0.0,8.05,1.0,0.0,0.0,1.0,0.0,1.0,1.0
565,1.0,24.0,2.0,0.0,24.15,0.0,1.0,0.0,1.0,0.0,1.0,3.0
566,1.0,19.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
567,0.0,29.0,0.0,4.0,21.075,0.0,0.0,1.0,1.0,0.0,1.0,5.0
568,1.0,26.0,0.0,0.0,7.2292,0.0,1.0,0.0,1.0,0.0,1.0,1.0
569,1.0,32.0,0.0,0.0,7.8542,0.0,1.0,0.0,1.0,0.0,1.0,1.0
570,1.0,62.0,0.0,0.0,10.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0
571,0.0,53.0,2.0,0.0,51.4792,0.0,0.0,1.0,0.0,1.0,0.0,3.0
572,1.0,36.0,0.0,0.0,26.3875,0.0,1.0,0.0,0.0,1.0,0.0,1.0
573,0.0,18.0,0.0,0.0,7.75,1.0,0.0,0.0,1.0,0.0,1.0,1.0
574,1.0,16.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
575,1.0,19.0,0.0,0.0,14.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
576,0.0,34.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
577,0.0,39.0,1.0,0.0,55.9,0.0,0.0,1.0,0.0,1.0,0.0,2.0
578,0.0,31.0,1.0,0.0,14.4583,0.0,0.0,1.0,1.0,0.0,1.0,2.0
579,1.0,32.0,0.0,0.0,7.925,0.0,1.0,0.0,1.0,0.0,1.0,1.0
580,0.0,25.0,1.0,1.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
581,0.0,39.0,1.0,1.0,110.8833,0.0,0.0,1.0,0.0,1.0,0.0,3.0
582,1.0,54.0,0.0,0.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
583,1.0,36.0,0.0,0.0,40.125,0.0,1.0,0.0,0.0,1.0,0.0,1.0
584,1.0,26.0,0.0,0.0,8.7125,0.0,1.0,0.0,1.0,0.0,1.0,1.0
585,0.0,18.0,0.0,2.0,79.65,1.0,0.0,0.0,0.0,1.0,0.0,3.0
586,1.0,47.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
587,1.0,60.0,1.0,1.0,79.2,0.0,1.0,0.0,0.0,1.0,0.0,3.0
588,1.0,22.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
589,1.0,26.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
590,1.0,35.0,0.0,0.0,7.125,0.0,1.0,0.0,1.0,0.0,1.0,1.0
591,0.0,52.0,1.0,0.0,78.2667,0.0,0.0,1.0,0.0,1.0,0.0,2.0
592,1.0,47.0,0.0,0.0,7.25,0.0,1.0,0.0,1.0,0.0,1.0,1.0
593,0.0,18.0,0.0,2.0,7.75,1.0,0.0,0.0,1.0,0.0,1.0,3.0
594,1.0,37.0,1.0,0.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
595,1.0,36.0,1.0,1.0,24.15,0.0,1.0,0.0,1.0,0.0,1.0,3.0
596,0.0,24.0,0.0,0.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
597,1.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
598,1.0,26.0,0.0,0.0,7.225,0.0,1.0,0.0,1.0,0.0,1.0,1.0
599,1.0,49.0,1.0,0.0,56.9292,0.0,0.0,0.0,0.0,1.0,0.0,2.0
600,0.0,24.0,2.0,1.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0
601,1.0,26.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
602,1.0,40.0,0.0,0.0,42.4,0.0,1.0,0.0,1.0,1.0,0.0,1.0
603,1.0,44.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
604,1.0,35.0,0.0,0.0,26.55,0.0,1.0,0.0,1.0,1.0,0.0,1.0
605,1.0,36.0,1.0,0.0,15.55,0.0,1.0,0.0,1.0,0.0,1.0,2.0
606,1.0,30.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
607,1.0,27.0,0.0,0.0,30.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0
608,0.0,22.0,1.0,2.0,41.5792,0.0,0.0,1.0,1.0,0.0,0.0,4.0
609,0.0,40.0,0.0,0.0,153.4625,1.0,0.0,0.0,0.0,1.0,0.0,1.0
610,0.0,39.0,1.0,5.0,31.275,0.0,0.0,1.0,1.0,0.0,1.0,7.0
611,1.0,26.0,0.0,0.0,7.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
612,0.0,18.0,1.0,0.0,15.5,1.0,0.0,0.0,1.0,0.0,1.0,2.0
613,1.0,26.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,1.0
614,1.0,35.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
615,0.0,24.0,1.0,2.0,65.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
616,1.0,34.0,1.0,1.0,14.4,0.0,1.0,0.0,1.0,0.0,1.0,3.0
617,0.0,26.0,1.0,0.0,16.1,0.0,0.0,1.0,1.0,0.0,1.0,2.0
618,0.0,4.0,2.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
619,1.0,26.0,0.0,0.0,10.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0
620,1.0,27.0,1.0,0.0,14.4542,0.0,1.0,0.0,1.0,0.0,1.0,2.0
621,1.0,42.0,1.0,0.0,52.5542,0.0,1.0,0.0,0.0,1.0,0.0,2.0
622,1.0,20.0,1.0,1.0,15.7417,0.0,1.0,0.0,1.0,0.0,1.0,3.0
623,1.0,21.0,0.0,0.0,7.8542,0.0,1.0,0.0,1.0,0.0,1.0,1.0
624,1.0,21.0,0.0,0.0,16.1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
625,1.0,61.0,0.0,0.0,32.3208,0.0,1.0,0.0,0.0,1.0,0.0,1.0
626,1.0,57.0,0.0,0.0,12.35,0.0,0.0,0.0,1.0,0.0,0.0,1.0
627,0.0,21.0,0.0,0.0,77.9583,1.0,0.0,0.0,0.0,1.0,0.0,1.0
628,1.0,26.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
629,1.0,26.0,0.0,0.0,7.7333,0.0,1.0,0.0,1.0,0.0,1.0,1.0
630,1.0,80.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
631,1.0,51.0,0.0,0.0,7.0542,0.0,1.0,0.0,1.0,0.0,1.0,1.0
632,1.0,32.0,0.0,0.0,30.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
633,1.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
634,0.0,9.0,3.0,2.0,27.9,1.0,0.0,0.0,1.0,0.0,1.0,6.0
635,0.0,28.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
636,1.0,32.0,0.0,0.0,7.925,0.0,1.0,0.0,1.0,0.0,1.0,1.0
637,1.0,31.0,1.0,1.0,26.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0
638,0.0,41.0,0.0,5.0,39.6875,0.0,0.0,1.0,1.0,0.0,1.0,6.0
639,1.0,26.0,1.0,0.0,16.1,0.0,1.0,0.0,1.0,0.0,1.0,2.0
640,1.0,20.0,0.0,0.0,7.8542,0.0,1.0,0.0,1.0,0.0,1.0,1.0
641,0.0,24.0,0.0,0.0,69.3,1.0,0.0,0.0,0.0,1.0,0.0,1.0
642,0.0,2.0,3.0,2.0,27.9,1.0,0.0,0.0,1.0,0.0,1.0,6.0
643,1.0,26.0,0.0,0.0,56.4958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
644,0.0,0.75,2.0,1.0,19.2583,1.0,0.0,0.0,1.0,0.0,1.0,4.0
645,1.0,48.0,1.0,0.0,76.7292,0.0,1.0,0.0,0.0,1.0,0.0,2.0
646,1.0,19.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
647,1.0,56.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
648,1.0,26.0,0.0,0.0,7.55,0.0,1.0,0.0,1.0,0.0,1.0,1.0
649,0.0,23.0,0.0,0.0,7.55,1.0,0.0,0.0,1.0,0.0,1.0,1.0
650,1.0,26.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
651,0.0,18.0,0.0,1.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
652,1.0,21.0,0.0,0.0,8.4333,0.0,1.0,0.0,1.0,0.0,1.0,1.0
653,0.0,18.0,0.0,0.0,7.8292,1.0,0.0,0.0,1.0,0.0,1.0,1.0
654,0.0,18.0,0.0,0.0,6.75,1.0,0.0,0.0,1.0,0.0,1.0,1.0
655,1.0,24.0,2.0,0.0,73.5,0.0,1.0,0.0,1.0,0.0,0.0,3.0
656,1.0,26.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
657,0.0,32.0,1.0,1.0,15.5,0.0,0.0,1.0,1.0,0.0,1.0,3.0
658,1.0,23.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
659,1.0,58.0,0.0,2.0,113.275,0.0,1.0,0.0,0.0,1.0,0.0,3.0
660,1.0,50.0,2.0,0.0,133.65,0.0,0.0,0.0,1.0,1.0,0.0,3.0
661,1.0,40.0,0.0,0.0,7.225,0.0,1.0,0.0,1.0,0.0,1.0,1.0
662,1.0,47.0,0.0,0.0,25.5875,0.0,1.0,0.0,0.0,1.0,0.0,1.0
663,1.0,36.0,0.0,0.0,7.4958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
664,1.0,20.0,1.0,0.0,7.925,0.0,1.0,0.0,1.0,0.0,1.0,2.0
665,1.0,32.0,2.0,0.0,73.5,0.0,1.0,0.0,1.0,0.0,0.0,3.0
666,1.0,25.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
667,1.0,26.0,0.0,0.0,7.775,0.0,1.0,0.0,1.0,0.0,1.0,1.0
668,1.0,43.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
669,0.0,40.0,1.0,0.0,52.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
670,0.0,40.0,1.0,1.0,39.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
671,1.0,31.0,1.0,0.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
672,1.0,70.0,0.0,0.0,10.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0
673,1.0,31.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
674,1.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
675,1.0,18.0,0.0,0.0,7.775,0.0,1.0,0.0,1.0,0.0,1.0,1.0
676,1.0,24.5,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
677,0.0,18.0,0.0,0.0,9.8417,1.0,0.0,0.0,1.0,0.0,1.0,1.0
678,0.0,43.0,1.0,6.0,46.9,0.0,0.0,1.0,1.0,0.0,1.0,8.0
679,1.0,36.0,0.0,1.0,512.3292,0.0,1.0,0.0,0.0,1.0,0.0,2.0
680,0.0,18.0,0.0,0.0,8.1375,1.0,0.0,0.0,1.0,0.0,1.0,1.0
681,1.0,27.0,0.0,0.0,76.7292,0.0,1.0,0.0,0.0,1.0,0.0,1.0
682,1.0,20.0,0.0,0.0,9.225,0.0,1.0,0.0,1.0,0.0,1.0,1.0
683,1.0,14.0,5.0,2.0,46.9,0.0,1.0,0.0,1.0,0.0,1.0,8.0
684,1.0,60.0,1.0,1.0,39.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
685,1.0,25.0,1.0,2.0,41.5792,0.0,1.0,0.0,1.0,0.0,0.0,4.0
686,1.0,14.0,4.0,1.0,39.6875,0.0,1.0,0.0,1.0,0.0,1.0,6.0
687,1.0,19.0,0.0,0.0,10.1708,0.0,1.0,0.0,1.0,0.0,1.0,1.0
688,1.0,18.0,0.0,0.0,7.7958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
689,0.0,15.0,0.0,1.0,211.3375,1.0,0.0,0.0,0.0,1.0,0.0,2.0
690,1.0,31.0,1.0,0.0,57.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
691,0.0,4.0,0.0,1.0,13.4167,1.0,0.0,0.0,1.0,0.0,1.0,2.0
692,1.0,26.0,0.0,0.0,56.4958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
693,1.0,25.0,0.0,0.0,7.225,0.0,1.0,0.0,1.0,0.0,1.0,1.0
694,1.0,60.0,0.0,0.0,26.55,0.0,0.0,0.0,1.0,1.0,0.0,1.0
695,1.0,52.0,0.0,0.0,13.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0
696,1.0,44.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
697,0.0,18.0,0.0,0.0,7.7333,1.0,0.0,0.0,1.0,0.0,1.0,1.0
698,1.0,49.0,1.0,1.0,110.8833,0.0,1.0,0.0,0.0,1.0,0.0,3.0
699,1.0,42.0,0.0,0.0,7.65,0.0,1.0,0.0,0.0,0.0,1.0,1.0
700,0.0,18.0,1.0,0.0,227.525,0.0,0.0,1.0,0.0,1.0,0.0,2.0
701,1.0,35.0,0.0,0.0,26.2875,0.0,1.0,0.0,0.0,1.0,0.0,1.0
702,0.0,18.0,0.0,1.0,14.4542,1.0,0.0,0.0,1.0,0.0,1.0,2.0
703,1.0,25.0,0.0,0.0,7.7417,0.0,1.0,0.0,1.0,0.0,1.0,1.0
704,1.0,26.0,1.0,0.0,7.8542,0.0,1.0,0.0,1.0,0.0,1.0,2.0
705,1.0,39.0,0.0,0.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
706,0.0,45.0,0.0,0.0,13.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0
707,1.0,42.0,0.0,0.0,26.2875,0.0,1.0,0.0,0.0,1.0,0.0,1.0
708,0.0,22.0,0.0,0.0,151.55,1.0,0.0,0.0,1.0,1.0,0.0,1.0
709,1.0,4.0,1.0,1.0,15.2458,0.0,0.0,0.0,1.0,0.0,1.0,3.0
710,0.0,24.0,0.0,0.0,49.5042,1.0,0.0,0.0,0.0,1.0,0.0,1.0
711,1.0,40.0,0.0,0.0,26.55,0.0,1.0,0.0,0.0,1.0,0.0,1.0
712,1.0,48.0,1.0,0.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
713,1.0,29.0,0.0,0.0,9.4833,0.0,1.0,0.0,1.0,0.0,1.0,1.0
714,1.0,52.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
715,1.0,19.0,0.0,0.0,7.65,0.0,1.0,0.0,0.0,0.0,1.0,1.0
716,0.0,38.0,0.0,0.0,227.525,1.0,0.0,0.0,0.0,1.0,0.0,1.0
717,0.0,27.0,0.0,0.0,10.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
718,1.0,26.0,0.0,0.0,15.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
719,1.0,33.0,0.0,0.0,7.775,0.0,1.0,0.0,1.0,0.0,1.0,1.0
720,0.0,6.0,0.0,1.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
721,1.0,17.0,1.0,0.0,7.0542,0.0,1.0,0.0,1.0,0.0,1.0,2.0
722,1.0,34.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
723,1.0,50.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
724,1.0,27.0,1.0,0.0,53.1,0.0,1.0,0.0,0.0,1.0,0.0,2.0
725,1.0,20.0,0.0,0.0,8.6625,0.0,1.0,0.0,1.0,0.0,1.0,1.0
726,0.0,30.0,3.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0
727,0.0,18.0,0.0,0.0,7.7375,1.0,0.0,0.0,1.0,0.0,1.0,1.0
728,1.0,25.0,1.0,0.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
729,0.0,25.0,1.0,0.0,7.925,1.0,0.0,0.0,1.0,0.0,1.0,2.0
730,0.0,29.0,0.0,0.0,211.3375,1.0,0.0,0.0,0.0,1.0,0.0,1.0
731,1.0,11.0,0.0,0.0,18.7875,0.0,1.0,0.0,1.0,0.0,1.0,1.0
732,1.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
733,1.0,23.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
734,1.0,23.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
735,1.0,28.5,0.0,0.0,16.1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
736,0.0,48.0,1.0,3.0,34.375,0.0,0.0,1.0,1.0,0.0,1.0,5.0
737,1.0,35.0,0.0,0.0,512.3292,0.0,1.0,0.0,0.0,1.0,0.0,1.0
738,1.0,26.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
739,1.0,26.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
740,1.0,40.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
741,1.0,36.0,1.0,0.0,78.85,0.0,1.0,0.0,0.0,1.0,0.0,2.0
742,0.0,21.0,2.0,2.0,262.375,1.0,0.0,0.0,0.0,1.0,0.0,5.0
743,1.0,24.0,1.0,0.0,16.1,0.0,1.0,0.0,1.0,0.0,1.0,2.0
744,1.0,31.0,0.0,0.0,7.925,0.0,1.0,0.0,1.0,0.0,1.0,1.0
745,1.0,70.0,1.0,1.0,71.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
746,1.0,16.0,1.0,1.0,20.25,0.0,1.0,0.0,1.0,0.0,1.0,3.0
747,0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
748,1.0,19.0,1.0,0.0,53.1,0.0,1.0,0.0,0.0,1.0,0.0,2.0
749,1.0,31.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,1.0
750,0.0,4.0,1.0,1.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
751,1.0,6.0,0.0,1.0,12.475,0.0,0.0,0.0,0.0,0.0,1.0,2.0
752,1.0,33.0,0.0,0.0,9.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
753,1.0,23.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
754,0.0,48.0,1.0,2.0,65.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0
755,1.0,0.67,1.0,1.0,14.5,0.0,0.0,0.0,1.0,0.0,0.0,3.0
756,1.0,28.0,0.0,0.0,7.7958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
757,1.0,18.0,0.0,0.0,11.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0
758,1.0,34.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
759,0.0,33.0,0.0,0.0,86.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
760,1.0,26.0,0.0,0.0,14.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
761,1.0,41.0,0.0,0.0,7.125,0.0,1.0,0.0,1.0,0.0,1.0,1.0
762,1.0,20.0,0.0,0.0,7.2292,0.0,1.0,0.0,1.0,0.0,1.0,1.0
763,0.0,36.0,1.0,2.0,120.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
764,1.0,16.0,0.0,0.0,7.775,0.0,1.0,0.0,1.0,0.0,1.0,1.0
765,0.0,51.0,1.0,0.0,77.9583,0.0,0.0,1.0,0.0,1.0,0.0,2.0
766,1.0,51.0,0.0,0.0,39.6,0.0,0.0,0.0,1.0,1.0,0.0,1.0
767,0.0,30.5,0.0,0.0,7.75,1.0,0.0,0.0,1.0,0.0,1.0,1.0
768,1.0,26.0,1.0,0.0,24.15,0.0,1.0,0.0,1.0,0.0,1.0,2.0
769,1.0,32.0,0.0,0.0,8.3625,0.0,1.0,0.0,1.0,0.0,1.0,1.0
770,1.0,24.0,0.0,0.0,9.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
771,1.0,48.0,0.0,0.0,7.8542,0.0,1.0,0.0,1.0,0.0,1.0,1.0
772,0.0,57.0,0.0,0.0,10.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
773,1.0,26.0,0.0,0.0,7.225,0.0,1.0,0.0,1.0,0.0,1.0,1.0
774,0.0,54.0,1.0,3.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0
775,1.0,18.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,1.0
776,1.0,26.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0,0.0,1.0,1.0
777,0.0,5.0,0.0,0.0,12.475,1.0,0.0,0.0,1.0,0.0,1.0,1.0
778,1.0,26.0,0.0,0.0,7.7375,0.0,1.0,0.0,1.0,0.0,1.0,1.0
779,0.0,43.0,0.0,1.0,211.3375,0.0,0.0,1.0,0.0,1.0,0.0,2.0
780,0.0,13.0,0.0,0.0,7.2292,1.0,0.0,0.0,1.0,0.0,1.0,1.0
781,0.0,17.0,1.0,0.0,57.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
782,1.0,29.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
783,1.0,26.0,1.0,2.0,23.45,0.0,1.0,0.0,1.0,0.0,1.0,4.0
784,1.0,25.0,0.0,0.0,7.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
785,1.0,25.0,0.0,0.0,7.25,0.0,1.0,0.0,1.0,0.0,1.0,1.0
786,0.0,18.0,0.0,0.0,7.4958,1.0,0.0,0.0,1.0,0.0,1.0,1.0
787,1.0,8.0,4.0,1.0,29.125,0.0,0.0,0.0,1.0,0.0,1.0,6.0
788,1.0,1.0,1.0,2.0,20.575,0.0,0.0,0.0,1.0,0.0,1.0,4.0
789,1.0,46.0,0.0,0.0,79.2,0.0,1.0,0.0,0.0,1.0,0.0,1.0
790,1.0,26.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,1.0
791,1.0,16.0,0.0,0.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
792,0.0,18.0,8.0,2.0,69.55,1.0,0.0,0.0,1.0,0.0,1.0,11.0
793,1.0,40.0,0.0,0.0,30.6958,0.0,1.0,0.0,1.0,1.0,0.0,1.0
794,1.0,25.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
795,1.0,39.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
796,0.0,49.0,0.0,0.0,25.9292,0.0,0.0,0.0,0.0,1.0,0.0,1.0
797,0.0,31.0,0.0,0.0,8.6833,0.0,0.0,1.0,1.0,0.0,1.0,1.0
798,1.0,30.0,0.0,0.0,7.2292,0.0,1.0,0.0,1.0,0.0,1.0,1.0
799,0.0,30.0,1.0,1.0,24.15,0.0,0.0,1.0,1.0,0.0,1.0,3.0
800,1.0,34.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
801,0.0,31.0,1.0,1.0,26.25,0.0,0.0,1.0,1.0,0.0,0.0,3.0
802,1.0,11.0,1.0,2.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
803,1.0,0.42,0.0,1.0,8.5167,0.0,0.0,0.0,1.0,0.0,1.0,2.0
804,1.0,27.0,0.0,0.0,6.975,0.0,1.0,0.0,1.0,0.0,1.0,1.0
805,1.0,31.0,0.0,0.0,7.775,0.0,1.0,0.0,1.0,0.0,1.0,1.0
806,1.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
807,0.0,18.0,0.0,0.0,7.775,1.0,0.0,0.0,1.0,0.0,1.0,1.0
808,1.0,39.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
809,0.0,33.0,1.0,0.0,53.1,0.0,0.0,1.0,0.0,1.0,0.0,2.0
810,1.0,26.0,0.0,0.0,7.8875,0.0,1.0,0.0,1.0,0.0,1.0,1.0
811,1.0,39.0,0.0,0.0,24.15,0.0,1.0,0.0,1.0,0.0,1.0,1.0
812,1.0,35.0,0.0,0.0,10.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0
813,0.0,6.0,4.0,2.0,31.275,1.0,0.0,0.0,1.0,0.0,1.0,7.0
814,1.0,30.5,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,1.0,1.0
815,1.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
816,0.0,23.0,0.0,0.0,7.925,1.0,0.0,0.0,1.0,0.0,1.0,1.0
817,1.0,31.0,1.0,1.0,37.0042,0.0,1.0,0.0,1.0,0.0,0.0,3.0
818,1.0,43.0,0.0,0.0,6.45,0.0,1.0,0.0,1.0,0.0,1.0,1.0
819,1.0,10.0,3.0,2.0,27.9,0.0,0.0,0.0,1.0,0.0,1.0,6.0
820,0.0,52.0,1.0,1.0,93.5,0.0,0.0,1.0,0.0,1.0,0.0,3.0
821,1.0,27.0,0.0,0.0,8.6625,0.0,1.0,0.0,1.0,0.0,1.0,1.0
822,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
823,0.0,27.0,0.0,1.0,12.475,0.0,0.0,1.0,0.0,0.0,1.0,2.0
824,1.0,2.0,4.0,1.0,39.6875,0.0,0.0,0.0,1.0,0.0,1.0,6.0
825,1.0,26.0,0.0,0.0,6.95,0.0,1.0,0.0,1.0,0.0,1.0,1.0
826,1.0,26.0,0.0,0.0,56.4958,0.0,1.0,0.0,1.0,0.0,1.0,1.0
827,1.0,1.0,0.0,2.0,37.0042,0.0,0.0,0.0,1.0,0.0,0.0,3.0
828,1.0,26.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,1.0
829,0.0,62.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
830,0.0,15.0,1.0,0.0,14.4542,0.0,0.0,1.0,1.0,0.0,1.0,2.0
